Date,fix,kix,sp5
2007-08-23,584.411,5181.75,118.879295
2007-08-24,585.3421,5234.7,120.347824
2007-08-27,585.7832,5274.53,119.228149
2007-08-28,582.8845,5290.38,116.607468
2007-08-29,583.7607,5334.03,118.895477
2007-08-30,584.6474,5341.16,118.579025
2007-08-31,585.2439,5371.72,119.747375
2007-09-04,587.9437,5403.17,120.956284
2007-09-05,587.5617,5419.63,119.90963700000002
2007-09-06,587.9597,5458.4,120.185547
2007-09-07,587.8715,5560.23,118.514114
2007-09-10,588.6267,5582.38,118.286949
2007-09-11,589.1038,5611.05,119.666267
2007-09-12,589.9047,5556.32,119.974548
2007-09-13,589.0407,5470.14,120.81835900000002
2007-09-14,588.9086,5484.63,120.810272
2007-09-17,589.3491,5507.3,120.161194
2007-09-18,593.7081,5490.99,123.698669
2007-09-19,594.2996,5488.2,124.428886
2007-09-20,597.3368,5519.74,123.55262
2007-09-21,598.4095,5491.27,123.886063
2007-09-24,598.5726,5448.33,123.657768
2007-09-25,597.1359,5384.46,123.413239
2007-09-26,598.0992,5282.77,124.065376
2007-09-27,600.867,5176.88,124.79906499999998
2007-09-28,602.172,5146.46,124.383339
2007-10-01,603.0131,5163.11,125.785469
2007-10-02,599.3162,5200.32,125.614281
2007-10-03,598.0254,5181.63,125.36156499999998
2007-10-04,599.1785,5076.04,125.557213
2007-10-05,602.587,5005.89,127.049004
2007-10-08,601.9593,4979.98,126.372414
2007-10-09,602.1317,4900.89,127.56256100000002
2007-10-11,608.0942,4835.16,126.739227
2007-10-12,608.5084,4884.75,127.440323
2007-10-15,608.5743,4953.31,126.36425
2007-10-16,607.554,5069.5,125.36156499999998
2007-10-17,609.2206,5122.4,125.744675
2007-10-18,611.4848,5162.14,125.288185
2007-10-19,609.3053,5175.8,122.011124
2007-10-22,604.1333,5164.78,122.720345
2007-10-23,609.4972,5115.51,123.714836
2007-10-24,611.2230000000001,5087.14,123.486595
2007-10-25,614.7733,5034.46,123.78009
2007-10-26,618.6395,5034.55,125.23108700000002
2007-10-29,621.5792,5005.14,125.646851
2007-10-30,619.5903,4989.02,124.774628
2007-10-31,624.2753,4971.04,126.070816
2007-11-01,622.0891,5003.99,123.119736
2007-11-02,624.1462,4980.49,123.258347
2007-11-05,623.3791,5009.87,122.320869
2007-11-06,628.4841,5063.06,123.96756
2007-11-07,630.0197,5075.85,120.57634
2007-11-08,628.0005,5080.63,119.964958
2007-11-09,625.862,5124.31,118.31823
2007-11-12,619.1775,5125.94,117.144341
2007-11-13,616.8635,5106.23,120.714905
2007-11-14,621.0712,5087.22,120.380646
2007-11-15,617.8943,5095.47,118.644287
2007-11-16,620.1968,5147.62,118.848122
2007-11-19,622.1831,5156.9,117.193245
2007-11-20,624.3414,5153.84,117.910614
2007-11-21,627.1911,5181.29,115.49761200000002
2007-11-23,626.9313,5198.23,117.494865
2007-11-26,628.2033,5231.27,114.902542
2007-11-27,623.7196,5222.12,116.223183
2007-11-28,620.3759,5162.42,119.94046000000002
2007-11-29,620.5377,5215.36,119.981186
2007-11-30,616.0293,5234.54,121.187691
2007-12-03,619.4521,5205.06,120.388809
2007-12-04,622.5167,5221.96,119.312775
2007-12-05,621.222,5246.16,121.309975
2007-12-06,619.9446,5266.78,123.046394
2007-12-07,616.6282,5265.15,123.021896
2007-12-10,617.2674,5269.0,123.975708
2007-12-11,619.5194,5332.03,120.57634
2007-12-13,618.5246,5342.96,121.513817
2007-12-17,615.2935,5278.73,118.261116
2007-12-18,616.0944,5291.69,118.92148600000002
2007-12-20,618.9552,5287.93,119.671463
2007-12-21,618.6932,5339.75,121.396614
2007-12-24,621.3063,5444.83,122.298042
2008-01-02,633.8502,5167.18,118.774048
2008-01-03,635.0541,5133.48,118.716728
2008-01-04,637.4473,5015.5,115.807358
2008-01-07,633.6018,5180.14,115.70903
2008-01-08,636.8295,5419.93,113.840546
2008-01-09,637.1099,5338.77,115.037018
2008-01-10,638.044,5341.82,115.790993
2008-01-11,643.4185,5335.23,114.856728
2008-01-14,646.7213,5207.16,115.782837
2008-01-15,648.908,5124.45,113.234062
2008-01-16,644.7217,5206.15,112.258827
2008-01-17,645.1839,5111.74,109.34951
2008-01-18,645.96,5098.48,108.226761
2008-01-22,649.6057,5063.44,107.128586
2008-01-23,652.8358,4942.3,109.701912
2008-01-24,644.7441,4912.25,110.627991
2008-01-25,645.297,4967.88,109.0299
2008-01-28,649.4973,4811.79,110.83284
2008-01-29,641.5066,4576.31,111.381943
2008-01-30,642.8274,4690.72,110.562408
2008-01-31,644.2199,4712.71,112.578438
2008-02-01,644.5503,4795.96,114.389626
2008-02-04,646.1709,4724.57,112.94726599999998
2008-02-05,648.2779,4677.47,109.923172
2008-02-06,650.1064,4637.45,109.038086
2008-02-07,650.5534,4651.94,109.759254
2008-02-08,655.4671,4657.6,109.05452
2008-02-11,657.2177,4784.0,109.611755
2008-02-12,649.9789,4857.64,110.627991
2008-02-13,651.4082,4947.54,111.758934
2008-02-14,653.3835,4996.08,110.775513
2008-02-15,657.7495,4986.06,110.750885
2008-02-19,659.2186,4932.52,111.062294
2008-02-20,657.8476,4951.86,111.390129
2008-02-21,661.1372,4929.78,110.46405
2008-02-22,663.3506,4924.35,111.144287
2008-02-25,661.4971,4933.08,112.545662
2008-02-26,665.9886,4909.76,113.389771
2008-02-27,670.5571,4858.47,113.27504
2008-02-28,680.0709,4843.75,112.168678
2008-02-29,685.7280000000001,5072.41,109.669151
2008-03-03,691.9329,5142.27,109.406868
2008-03-04,690.6061,5268.04,108.988899
2008-03-05,692.205,5377.6,109.67733
2008-03-06,692.8619,5405.38,107.407234
2008-03-07,691.2760000000001,5354.68,106.300873
2008-03-10,697.186,5317.34,104.899467
2008-03-11,688.4746,5205.38,108.669289
2008-03-12,692.679,5159.32,107.653084
2008-03-13,697.4416,5111.01,107.890755
2008-03-14,701.6163,4959.44,106.218918
2008-03-17,704.8524,4886.98,105.145332
2008-03-18,694.1961,4759.77,109.51342
2008-03-19,686.0399,4809.26,106.800797
2008-03-20,675.1398,4907.29,108.779045
2008-03-25,671.5961,4905.77,111.060364
2008-03-26,679.4669,4851.29,109.701431
2008-03-27,680.8398,4835.26,109.355515
2008-03-28,680.3529,4855.36,108.309601
2008-03-31,680.815,4843.17,108.688461
2008-04-01,670.0612,4839.14,112.50985
2008-04-02,671.4984,4838.08,112.583969
2008-04-03,670.1610000000001,4892.25,112.864021
2008-04-04,672.9333,4951.73,112.740471
2008-04-07,670.7001,4996.14,112.798149
2008-04-08,671.6066,5015.29,112.682823
2008-04-09,680.0982,5010.42,111.86746200000002
2008-04-10,678.2299,5035.08,112.023964
2008-04-11,680.0839,5021.82,109.849716
2008-04-14,680.8918,5070.81,109.479057
2008-04-15,678.0553,5109.94,109.734406
2008-04-16,676.6864,5107.23,112.707527
2008-04-17,671.0914,5141.29,112.872231
2008-04-18,664.5837,5141.62,114.04998
2008-04-21,665.7956,5126.15,114.107597
2008-04-22,668.4649,5126.26,113.605247
2008-04-23,664.9669,5156.53,113.424057
2008-04-24,656.6161,5184.06,113.918205
2008-04-25,653.0397,5207.23,114.972412
2008-04-28,654.8161,5240.39,114.997101
2008-04-29,651.9027,5255.42,114.544159
2008-04-30,653.653,5336.03,113.868774
2008-05-02,649.9092,5364.72,116.54541
2008-05-05,652.0946,5355.02,115.985382
2008-05-06,653.5974,5356.24,116.99015
2008-05-07,652.8116,5384.81,114.906517
2008-05-08,654.1719,5324.55,114.609947
2008-05-09,658.4244,5274.44,114.395866
2008-05-12,657.7332,5257.86,115.680679
2008-05-13,653.5248,5229.28,115.697128
2008-05-14,649.7706,5199.38,115.935982
2008-05-15,651.3193,5169.22,117.385498
2008-05-16,654.7692,5170.55,117.492592
2008-05-19,654.6371,5153.13,117.813713
2008-05-20,658.0531,5163.87,116.858383
2008-05-21,661.5649,5132.85,114.881821
2008-05-22,657.0301,5159.42,114.898254
2008-05-23,660.217,5149.46,113.358177
2008-05-27,656.627,5094.21,114.198219
2008-05-28,655.6554,5101.04,114.725319
2008-05-29,650.7315,5090.36,115.301788
2008-05-30,652.6821,5175.83,115.590103
2008-06-03,655.2689,5253.53,113.728783
2008-06-04,654.6996,5341.41,113.671082
2008-06-05,658.3851,5401.76,115.944199
2008-06-06,664.7027,5477.7,112.246315
2008-06-09,663.2671,5445.67,112.51811200000002
2008-06-10,659.297,5334.5,111.958061
2008-06-11,664.7173,5309.08,110.310913
2008-06-12,662.9254,5328.13,110.730919
2008-06-13,663.1619999999999,5320.28,112.131012
2008-06-16,665.1334,5321.69,112.196884
2008-06-17,665.1901,5307.71,111.653336
2008-06-18,667.5327,5311.82,110.5662
2008-06-19,665.4704,5284.08,110.70623
2008-06-20,667.4948,5271.9,108.909294
2008-06-23,665.6461,5251.72,108.801682
2008-06-24,667.0275,5211.55,108.586464
2008-06-25,667.5345,5180.67,109.099625
2008-06-26,672.9454,5159.81,106.136452
2008-06-27,674.9756,5152.03,105.557076
2008-06-30,674.9063,5158.56,105.92952
2008-07-01,676.956,5190.29,106.260612
2008-07-02,682.0835,5169.19,104.439674
2008-07-03,679.2916,5158.81,104.547256
2008-07-07,675.9681,5112.16,103.479546
2008-07-08,673.051,5053.52,105.317039
2008-07-09,672.9492,5047.78,103.289169
2008-07-10,675.605,5056.42,103.711311
2008-07-11,679.5073,5081.34,102.502808
2008-07-14,680.2417,5072.72,101.575821
2008-07-15,679.6933,5048.59,100.143898
2008-07-16,676.3651,5057.96,102.60218
2008-07-17,669.9843,5058.89,103.628517
2008-07-18,668.4730000000001,5025.84,104.274132
2008-07-21,668.3665,5011.44,104.332085
2008-07-22,665.0505,5003.12,105.515694
2008-07-23,658.847,4985.82,106.0868
2008-07-24,659.4771,4967.27,103.885094
2008-07-25,659.8982,4963.46,103.860283
2008-07-28,662.2814,5046.94,102.337296
2008-07-29,658.7549,4993.76,104.522446
2008-07-30,656.8074,4931.29,106.384773
2008-07-31,656.0571,4868.27,104.977692
2008-08-01,656.8221,4849.97,104.423096
2008-08-04,657.1295,4848.7,103.454697
2008-08-05,652.6545,4783.25,106.244064
2008-08-06,650.0268,4719.28,106.715836
2008-08-07,650.1548,4696.22,105.12664
2008-08-08,644.173,4676.9,107.080025
2008-08-11,641.3983,4650.92,108.189163
2008-08-12,642.9668,4588.27,107.063515
2008-08-13,645.0538,4565.86,106.41787
2008-08-14,643.5046,4609.13,107.220726
2008-08-15,642.1553,4689.92,107.742226
2008-08-18,643.6221,4746.8,106.26888999999998
2008-08-19,646.2821,4790.56,105.110107
2008-08-20,645.8784,4801.41,105.59845
2008-08-21,646.8633,4778.15,105.780548
2008-08-22,643.8689,4774.75,107.311829
2008-08-25,644.6348,4758.48,105.134956
2008-08-26,645.1878,4717.55,105.44117
2008-08-27,646.0181,4684.21,106.467552
2008-08-28,643.3669,4665.03,107.758743
2008-08-29,643.0583,4648.78,106.599976
2008-09-02,645.6358,4634.77,105.937813
2008-09-03,646.6677,4594.35,105.846764
2008-09-04,648.8964,4564.65,102.660095
2008-09-05,651.8276,4541.93,102.982903
2008-09-08,646.477,4524.93,105.110107
2008-09-09,651.3041,4481.4,101.989677
2008-09-10,654.4221,4430.65,102.403511
2008-09-11,657.8515,4348.61,103.885094
2008-09-12,647.0028,4294.3,104.365181
2008-09-15,656.0903,4225.53,99.398949
2008-09-16,661.3977,4093.82,101.06266
2008-09-17,659.4206,4004.02,96.518555
2008-09-18,660.4552,4055.23,99.382408
2008-09-19,636.4239,4244.83,103.329269
2008-09-22,631.5518,4349.01,100.989952
2008-09-23,633.9885,4343.26,98.692268
2008-09-24,632.9222,4291.08,99.008621
2008-09-25,632.012,4266.38,100.557053
2008-09-26,634.2906,4251.3,100.606995
2008-09-29,647.5802,4261.38,92.723274
2008-09-30,644.4806,4180.4,96.561081
2008-10-02,658.1856,4180.34,93.11454
2008-10-03,658.5448,4174.84,91.857483
2008-10-06,687.5061,4161.06,87.17885600000002
2008-10-07,687.2411,4090.37,83.274475
2008-10-08,700.4010000000001,3979.12,81.176559
2008-10-09,700.0042,3882.76,75.507286
2008-10-13,693.4855,3815.64,84.37335999999998
2008-10-14,680.6531,3799.81,83.12460300000002
2008-10-15,704.7568,3794.29,74.94117
2008-10-16,715.4241,3767.46,78.063057
2008-10-17,706.7453,3716.32,77.59684
2008-10-21,712.8330000000001,3630.03,79.80295600000002
2008-10-22,741.9118,3563.87,75.45734399999998
2008-10-23,747.8127,3459.33,76.33144399999998
2008-10-24,770.1292,3373.87,72.460342
2008-10-27,774.8487,3297.49,69.887939
2008-10-28,752.8626,3183.69,78.05471
2008-10-29,728.6261,3106.14,77.488632
2008-10-30,721.7016,3175.49,80.16925
2008-10-31,721.4487,3386.65,80.610458
2008-11-03,721.7277,3556.03,80.84359
2008-11-04,709.7797,3753.64,83.590805
2008-11-05,714.3261,4023.7,80.07766
2008-11-07,727.8465,3918.78,78.137962
2008-11-10,725.9599,3848.29,77.113998
2008-11-11,737.4397,3801.71,74.733063
2008-11-12,748.0498,3681.47,71.444695
2008-11-13,745.3560000000001,3662.5,75.898544
2008-11-14,741.597,3625.59,72.11069499999998
2008-11-17,748.8777,3609.99,71.153343
2008-11-18,752.4403,3604.46,72.49363699999998
2008-11-19,760.6584,3560.51,67.84831199999999
2008-11-20,777.5401,3514.3,62.811726
2008-11-21,775.4602,3527.5,66.199966
2008-11-24,751.8772,3494.94,70.787041
2008-11-25,752.1471,3453.65,71.311523
2008-11-26,750.1953,3429.28,74.067047
2008-11-28,751.4814,3386.65,74.99942800000002
2008-12-01,768.3701,3309.5,68.35614
2008-12-02,772.3122,3191.98,70.986847
2008-12-03,776.0096,3168.05,72.69345899999998
2008-12-04,779.5923,3162.43,71.01181
2008-12-05,785.2139999999999,3160.12,73.201286
2008-12-08,768.8911,3193.06,75.75703399999998
2008-12-09,772.3538,3196.51,74.50829300000002
2008-12-10,766.6952,3205.91,75.016121
2008-12-11,763.4236,3251.03,73.20961
2008-12-12,766.7155,3251.03,74.083725
2008-12-15,765.5057,3291.55,73.05141400000002
2008-12-16,761.9062,3318.18,76.489616
2008-12-17,764.0421,3353.5,75.748688
2008-12-18,767.939,3367.07,74.333458
2008-12-19,768.7213,3350.63,74.013695
2008-12-22,769.7707,3367.24,73.065361
2008-12-23,770.9438,3381.69,72.31002
2008-12-24,771.2983,3406.34,72.729675
2008-12-29,771.8639,3401.09,72.939468
2008-12-30,770.5302,3459.97,74.66832
2008-12-31,763.5633,3521.18,75.734177
2009-01-02,757.0905,3589.16,78.016953
2009-01-05,750.7908,3611.67,77.924622
2009-01-06,744.3738,3624.0,78.444946
2009-01-07,749.9630000000001,3600.68,76.09503199999997
2009-01-08,756.0498,3546.01,76.405579
2009-01-09,757.9327,3516.18,74.769051
2009-01-12,766.8489999999999,3513.09,72.973038
2009-01-13,769.9156,3483.97,73.107315
2009-01-14,775.1612,3455.88,70.807762
2009-01-15,775.6362,3447.45,70.832932
2009-01-16,771.5927,3427.87,71.38685600000002
2009-01-20,779.5187,3341.09,67.618607
2009-01-21,777.196,3282.0,70.5392
2009-01-22,776.7642,3272.49,69.448174
2009-01-23,774.8351,3256.38,69.750313
2009-01-26,769.7064,3269.04,70.228661
2009-01-27,772.7004,3247.26,70.942032
2009-01-28,768.2068,3247.26,73.342316
2009-01-30,771.4415,3198.9,69.515327
2009-02-02,774.3729,3156.64,69.305511
2009-02-03,771.0993,3046.34,70.279022
2009-02-04,768.9772,2975.12,69.934937
2009-02-05,765.8869,2950.25,70.975601
2009-02-06,759.7917,2932.11,72.998207
2009-02-09,758.2162,2927.66,73.09893000000002
2009-02-10,765.6531,2890.2,69.750313
2009-02-11,768.8883,2862.54,70.16153
2009-02-12,774.5129,2855.87,70.211899
2009-02-13,770.365,2848.24,69.456558
2009-02-17,783.5223,2792.05,66.485596
2009-02-18,782.7456,2740.96,66.326164
2009-02-19,776.9037,2714.49,65.61277
2009-02-23,781.8082,2638.31,62.650234
2009-02-24,779.0099,2600.61,65.02529100000001
2009-02-25,778.0888,2576.74,64.513374
2009-02-26,774.0492,2511.47,63.464314
2009-02-27,775.9077,2474.75,62.045959
2009-03-02,786.4061,2426.15,59.25124
2009-03-03,785.4023,2394.33,58.806454
2009-03-04,777.7112,2363.99,60.19959300000001
2009-03-05,784.7331,2360.01,57.740601
2009-03-06,786.8833,2375.01,57.84129300000001
2009-03-10,781.8914,2364.72,60.568886
2009-03-11,780.6039,2379.86,60.96331800000001
2009-03-12,776.7198,2453.36,63.36359399999999
2009-03-13,773.7134,2575.77,63.858761
2009-03-16,769.1602,2689.19,63.665726
2009-03-17,766.4056,2715.53,65.61277
2009-03-18,768.1282,2684.57,67.081451
2009-03-19,764.6188,2668.11,66.25061
2009-03-20,765.6188,2646.58,64.839874
2009-03-23,758.9649,2638.56,69.49724599999999
2009-03-24,756.7792,2614.0,68.12793
2009-03-25,757.9124,2619.54,68.846413
2009-03-26,755.9719,2663.19,70.249535
2009-03-27,761.1814,2699.92,68.98164399999999
2009-03-30,769.2684,2754.54,66.598022
2009-03-31,764.7148,2805.03,67.215057
2009-04-01,764.7569,2813.99,68.516769
2009-04-02,753.5758,2808.94,70.520027
2009-04-03,748.3512,2784.79,71.221588
2009-04-06,748.4963,2833.14,70.663742
2009-04-07,750.5596,2821.49,69.015472
2009-04-08,751.1962,2814.37,69.75928499999999
2009-04-09,747.2274,2775.78,72.53173100000002
2009-04-14,748.1652,2739.9,71.297676
2009-04-15,748.921,2734.09,72.058388
2009-04-16,747.6465,2699.42,73.114975
2009-04-17,744.9566,2714.02,73.60521700000002
2009-04-20,752.2288,2722.48,70.520027
2009-04-21,750.4608,2728.04,71.89780400000002
2009-04-22,748.4419,2740.75,71.458237
2009-04-23,747.9617,2764.05,72.159813
2009-04-24,746.9265,2785.89,73.250214
2009-04-27,752.0261,2815.12,72.55708299999998
2009-04-28,753.1622,2814.49,72.328888
2009-04-29,748.5381,2813.02,73.867249
2009-05-04,743.4138,2801.09,76.817215
2009-05-05,743.0423,2822.05,76.55516800000002
2009-05-06,740.8343,2820.58,77.88224
2009-05-07,738.4048,2829.42,76.800285
2009-05-08,735.533,2809.62,78.59227
2009-05-11,737.5298,2829.98,77.12151300000002
2009-05-12,737.1358,2819.73,76.893303
2009-05-13,740.5851,2839.98,74.957619
2009-05-14,740.7225,2836.16,75.600029
2009-05-15,741.5931,2849.49,74.982986
2009-05-18,739.3935,2840.86,77.113045
2009-05-19,737.9026,2855.82,77.020073
2009-05-21,738.7267,2877.56,75.405647
2009-05-22,736.9249,2883.07,75.24503299999998
2009-05-26,735.5711,2871.42,77.172226
2009-05-28,734.1808,2849.43,76.851013
2009-05-29,735.6306,2852.57,78.211884
2009-06-02,734.4333,2860.37,80.17289
2009-06-03,735.1203,2890.79,79.158592
2009-06-04,732.7026,2924.77,79.902405
2009-06-05,728.0645,2912.1,79.919312
2009-06-08,727.2115,2927.41,79.58964499999998
2009-06-09,727.4957,2945.35,79.995407
2009-06-10,728.1621,2953.14,79.792542
2009-06-11,727.5293,2959.47,80.14753
2009-06-12,727.4095,2996.59,80.367294
2009-06-15,727.0722,3010.17,78.524635
2009-06-16,727.0294,3052.94,77.459595
2009-06-17,726.9099,3087.74,77.383522
2009-06-18,726.3259,3208.18,77.94986
2009-06-19,726.3708,3279.67,78.237167
2009-06-22,727.4438,3345.62,75.891068
2009-06-23,727.2289,3322.17,75.950592
2009-06-24,727.452,3239.61,76.605087
2009-06-25,728.6061,3246.43,78.271179
2009-06-26,729.0694,3266.45,78.067139
2009-06-29,727.6457,3278.0,78.798203
2009-06-30,727.9625,3294.56,78.160667
2009-07-01,727.9867,3299.69,78.483681
2009-07-02,728.8832,3357.66,76.341599
2009-07-06,729.1757,3360.72,76.33309200000002
2009-07-07,729.0576,3359.97,74.854027
2009-07-08,729.8874,3330.69,74.803032
2009-07-09,728.1066,3312.64,74.94753299999998
2009-07-10,729.1552,3296.27,74.769051
2009-07-13,728.0129,3286.56,76.588127
2009-07-14,726.5608,3247.39,77.021629
2009-07-15,725.7339999999999,3220.9,79.27421600000002
2009-07-16,725.7491,3256.75,79.146721
2009-07-17,725.0795,3281.02,80.01374100000002
2009-07-20,725.7009,3302.77,80.86377
2009-07-21,727.2469,3301.4,81.23779300000002
2009-07-22,727.7264,3310.34,81.220802
2009-07-23,726.2274,3317.62,83.014381
2009-07-24,727.3183,3308.46,83.354401
2009-07-27,727.1087,3295.47,83.600868
2009-07-28,728.0389,3266.97,83.209869
2009-07-29,726.7607,3242.75,83.005875
2009-07-30,727.3557,3246.09,83.872887
2009-07-31,728.9274,3273.1,83.991905
2009-08-03,729.9421,3249.09,85.377464
2009-08-04,730.6241,3229.53,85.598465
2009-08-05,730.9972,3224.32,85.351967
2009-08-06,730.9774,3237.2,84.90995
2009-08-07,731.3676,3257.38,86.023499
2009-08-10,730.454,3259.46,85.844963
2009-08-11,730.1353,3261.76,84.773933
2009-08-12,730.9196,3254.42,85.683472
2009-08-13,733.1207,3255.19,86.337997
2009-08-14,731.6572,3262.92,85.674973
2009-08-17,727.6777,3234.31,83.566864
2009-08-18,728.8809,3232.42,84.229897
2009-08-19,729.2516,3219.47,84.969452
2009-08-20,730.2781,3183.71,85.844963
2009-08-21,731.6943,3179.3,87.528046
2009-08-24,733.2080000000001,3153.14,87.519539
2009-08-26,733.1195,3113.87,87.698044
2009-08-27,733.4834,3099.92,87.893562
2009-08-28,735.1144,3092.07,87.876549
2009-08-31,734.5363,3102.68,87.094543
2009-09-01,731.7406,3126.04,85.173447
2009-09-02,732.7688,3175.73,84.850433
2009-09-03,734.5494,3188.87,85.555954
2009-09-04,736.5815,3185.98,86.75453900000002
2009-09-08,740.6509,3126.61,87.50255600000001
2009-09-09,740.0305,3114.19,88.17408
2009-09-10,740.3052,3090.31,89.07511099999998
2009-09-11,741.9939,3096.15,89.058098
2009-09-14,740.414,3093.04,89.491623
2009-09-15,740.0654,3088.18,89.865646
2009-09-16,744.3522,3080.0,91.2257
2009-09-17,745.2927,3064.42,91.089706
2009-09-18,743.5708,3045.78,91.147774
2009-09-22,745.3958,3037.87,91.446678
2009-09-23,743.809,3040.1,90.686577
2009-09-24,739.2761,3040.69,89.687286
2009-09-25,739.1825,3046.04,89.20899200000002
2009-09-28,740.4231,3023.03,90.806152
2009-09-29,740.2525,3015.72,90.532829
2009-09-30,742.5532,3005.41,90.182648
2009-10-02,736.9135,3022.33,87.535011
2009-10-05,740.7009,3121.69,88.84174300000002
2009-10-06,745.0398,3020.62,90.114319
2009-10-07,744.8793,2986.83,90.362022
2009-10-08,749.5864,2987.2,91.053833
2009-10-09,746.3335,2983.38,91.608978
2009-10-12,748.8694,2961.01,91.967682
2009-10-13,748.7285,2676.8,91.779808
2009-10-14,751.4981,2969.15,93.359871
2009-10-15,750.0686,3001.21,93.701469
2009-10-16,746.9298,3031.79,93.001137
2009-10-19,751.3249,3042.42,93.769798
2009-10-21,751.5719,3031.1,92.437439
2009-10-22,750.7757,3049.99,93.376938
2009-10-23,749.4081,3044.44,92.309334
2009-10-26,744.426,3057.23,91.310043
2009-10-27,742.7695,3043.22,90.891533
2009-10-28,734.6817,3047.87,89.17485
2009-10-29,739.304,3066.01,91.087997
2009-10-30,733.6642,3083.63,88.448875
2009-11-02,733.0997,3082.92,89.097977
2009-11-03,733.3391,3081.07,89.37982199999998
2009-11-04,736.9053,3076.44,89.61041999999998
2009-11-05,737.2022,3077.11,91.258789
2009-11-06,737.9644,3089.44,91.497955
2009-11-09,744.6039999999999,3082.36,93.581924
2009-11-10,744.923,3094.13,93.599014
2009-11-11,747.3855,3114.53,94.077286
2009-11-12,744.4695,3131.47,93.120697
2009-11-13,746.7951,3136.89,93.624603
2009-11-16,755.0415,3142.3,94.982613
2009-11-17,753.0279,3141.66,95.093628
2009-11-18,754.2087,3112.8,95.033859
2009-11-19,750.6232,3111.95,93.795433
2009-11-20,748.1411,3132.62,93.462341
2009-11-24,752.3705,3156.71,94.794701
2009-11-27,749.8132,3197.84,93.581924
2009-11-30,751.9805,3189.55,93.897942
2009-12-01,759.0946,3176.45,95.059471
2009-12-02,759.0119,3174.22,95.016769
2009-12-03,758.5769,3170.51,94.273689
2009-12-04,750.1217,3184.55,94.811798
2009-12-07,750.6855,3186.64,94.66658
2009-12-08,747.5218,3192.04,93.616074
2009-12-09,747.4069999999999,3192.98,93.966225
2009-12-10,747.0806,3181.76,94.495781
2009-12-11,745.5336,3152.22,94.897202
2009-12-14,747.5036,3147.43,95.54631
2009-12-15,744.2215,3147.43,95.10218
2009-12-16,747.5631,3174.73,95.247345
2009-12-17,743.1139999999999,3186.76,94.102905
2009-12-18,743.2158,3194.6,94.635269
2009-12-21,741.9384,3184.21,95.597023
2009-12-22,741.0695,3199.79,95.940475
2009-12-23,743.302,3189.59,96.129387
2009-12-24,745.7916,3209.67,96.584473
2009-12-28,744.797,3212.51,96.790565
2009-12-29,745.5612,3235.89,96.653168
2009-12-30,743.7934,3232.8,96.618805
2009-12-31,743.4416,3247.77,95.691467
2010-01-04,749.56,3261.17,97.314377
2010-01-05,750.1275,3254.26,97.571968
2010-01-06,753.8682,3266.53,97.640663
2010-01-07,751.8922,3282.58,98.052856
2010-01-08,753.7118,3303.56,98.379143
2010-01-11,756.4812,3349.59,98.516518
2010-01-12,752.4742,3344.54,97.59774
2010-01-13,752.3305,3370.37,98.422066
2010-01-14,754.9233,3426.41,98.688271
2010-01-15,752.2537,3491.18,97.580559
2010-01-19,754.0349,3610.6,98.799889
2010-01-20,748.7916,3639.99,97.795219
2010-01-21,745.0632,3628.53,95.914703
2010-01-22,740.7621,3628.68,93.776627
2010-01-25,741.1362,3607.45,94.257446
2010-01-26,740.0649,3607.14,93.862457
2010-01-27,736.8282,3598.81,94.308998
2010-01-28,734.4543,3572.39,93.227066
2010-01-29,733.1166,3565.28,92.213799
2010-02-02,736.4393,3577.15,94.781273
2010-02-03,735.033,3583.56,94.308998
2010-02-04,731.8033,3584.24,91.398048
2010-02-05,731.5034,3599.4,91.58696
2010-02-08,730.9216,3743.11,90.925804
2010-02-09,731.5616,3604.95,92.067802
2010-02-10,730.4472,3604.74,91.887505
2010-02-11,732.6416,3591.02,92.849228
2010-02-12,734.1026,3606.46,92.771935
2010-02-16,737.1409,3570.92,94.231705
2010-02-17,737.9144,3520.92,94.6782
2010-02-18,738.0179,3536.72,95.236366
2010-02-19,737.5741,3553.99,95.433846
2010-02-22,738.2795,3562.47,95.451027
2010-02-23,738.291,3596.21,94.291801
2010-02-24,739.6181,3634.11,95.159096
2010-02-25,740.3261,3627.3,95.030289
2010-02-26,743.2135,3629.41,95.090378
2010-03-01,746.2346,3621.04,96.077858
2010-03-02,748.7088,3657.52,96.344063
2010-03-03,748.7073,3666.53,96.429916
2010-03-04,748.1651,3675.54,96.721886
2010-03-05,748.6851,3706.8,98.10434
2010-03-08,749.7149,3743.11,98.121506
2010-03-09,752.3026,3810.74,98.284676
2010-03-10,751.2032,3900.12,98.722595
2010-03-11,750.0392,3964.86,99.134773
2010-03-12,750.5572,4015.13,99.143387
2010-03-15,751.0238,4061.1,99.169106
2010-03-16,753.9049,4096.45,99.959106
2010-03-17,757.1251,4066.29,100.551605
2010-03-18,757.8379,4008.17,100.500076
2010-03-19,756.7437,3954.4,99.991364
2010-03-22,757.8173,3990.22,100.525932
2010-03-23,760.5189999999999,4010.56,101.232971
2010-03-24,756.7598,4017.81,100.741493
2010-03-25,756.5201,4042.87,100.57766
2010-03-26,755.1454,4055.16,100.517334
2010-03-29,759.7583,4029.73,101.15538
2010-03-30,761.2872,4057.63,101.224342
2010-03-31,763.8338,4072.93,100.87944
2010-04-01,765.919,4060.03,101.569237
2010-04-06,767.2545,4061.93,102.638382
2010-04-07,767.7663,4059.15,102.052078
